host_value	taxon_name	taxon_rank	class_name	class_tax_id	genus_id	genus_name	accession	host
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001997495.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001998455.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001997605.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_020227575.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_020227555.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_050646645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085815.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085795.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085775.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085625.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002085835.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_016864455.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_014263335.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001969035.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001969025.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_905183025.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_905183075.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443795.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445855.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443755.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443405.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445695.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443545.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445935.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443465.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445555.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443485.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445815.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000442795.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445535.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443915.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443345.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443505.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443715.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445735.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445835.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445575.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000442965.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443005.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443445.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445515.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443425.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000442945.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443305.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445595.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445325.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443675.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443615.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443815.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445245.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445975.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443595.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445655.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445915.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443835.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445955.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445635.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443325.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443895.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445715.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445675.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445895.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445615.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443575.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445755.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445365.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445285.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445265.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443365.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000220455.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445345.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443855.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445795.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000220435.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443635.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443935.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443695.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000220415.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445775.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443655.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000443525.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000445305.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000667805.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_003266045.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002982335.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822785.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002101575.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821905.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002983495.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822025.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_048569355.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823035.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002101875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000759695.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821915.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822045.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821735.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821845.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002101845.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_000974705.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823305.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823355.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823385.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823205.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823245.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002101635.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822965.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823155.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025823125.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822465.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002102095.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822885.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822125.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821305.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821825.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002102335.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002102155.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002101745.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025822285.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002705925.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821945.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821765.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002102215.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821385.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_025821415.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002588215.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151565.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151965.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151605.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151535.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040226055.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151705.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151685.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151515.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151905.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151625.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151825.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151865.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131705.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_037623835.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_021414725.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151885.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002129445.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842095.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_037623875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842195.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130855.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130705.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001848595.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001840665.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130695.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004109145.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841575.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001870245.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002129365.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842045.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130765.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842775.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130665.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130685.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002129425.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001845515.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001848805.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001853265.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001851205.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131285.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841285.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131295.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004109775.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001848505.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131725.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841165.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842325.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131555.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131485.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842485.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841865.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844535.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844065.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841105.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151495.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001851545.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_040151585.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001852665.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002129465.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841765.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001948155.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842165.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130745.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001839815.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001944855.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002129325.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001945715.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943385.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004108185.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004104965.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004107515.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001942865.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001850135.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131655.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131405.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_004110475.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943225.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001855955.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001948135.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002130785.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943445.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842015.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001845405.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001845065.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001947025.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943285.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001942875.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001947045.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001944405.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844085.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131185.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001944555.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001946745.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001942735.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844765.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841115.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001840645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842005.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001851035.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943595.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841275.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001945945.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001842175.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001844735.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001846355.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001948645.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001840745.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001944235.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841895.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001851505.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001947125.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_002131265.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841945.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943375.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001947825.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001841505.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001942785.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001943265.1	Homo sapiens
homo sapiens	Homo sapiens	species	Mammalia	40674	1763	Mycobacterium	GCF_001947215.1	Homo sapiens
